ano;codigo_unidade_orcamentaria;nome_unidade_orcamentaria;codigo_unidade_executora;funcional_programatica;codigo_elemento_despesa;descricao_elemento_despesa;codigo_item_despesa;descricao_item_despesa;codigo_fonte_recurso;descricao_fonte_recurso;numero_empenho;data_empenho;razao_social_credor;cnpj_cpf_credor;data_liquidacao;liquidacao_sequencial;valor_despesa_liquidada;numero_op;data_registro;data_pagamento;valor_pago_financeiro;quebra_sim_nao;justificativa
"2026";"1521";"CONTROLADORIA-GERAL DO ESTADO";"1520001";"04.124.003.4303.0001";"40";"SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA";"2";"SERVICO DE TECNOLOGIA DA INFORMACAO";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"32";"29/01/2026";"SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO)";"33.683.111/0001-07";"04/02/2026";"1";"712,00";"32";"19/02/2026";"05/03/2026";"677,00";"NAO";""
"2026";"1521";"CONTROLADORIA-GERAL DO ESTADO";"1520001";"04.124.003.4303.0001";"40";"SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA";"3";"SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"31";"29/01/2026";"COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM";"16.636.540/0001-04";"12/02/2026";"1";"126,00";"33";"19/02/2026";"24/02/2026";"126,00";"SIM";"O pagamento foi efetuado no primeiro dia útil posterior ao vencimento, tendo em vista que 22/02/2026 ocorreu em final de semana e o SIAFI não realiza programação de pagamentos sem transmissão bancária."
"2026";"1521";"CONTROLADORIA-GERAL DO ESTADO";"1520001";"04.124.001.4304.0001";"40";"SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA";"3";"SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"29";"29/01/2026";"COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM";"16.636.540/0001-04";"13/02/2026";"1";"22.827,00";"34";"19/02/2026";"24/02/2026";"22.827,00";"SIM";"O pagamento foi realizado em 12/02/2026, em vez de 11/02/2026, em decorrência de falha operacional ocorrida no processamento da despesa."
"2026";"1521";"CONTROLADORIA-GERAL DO ESTADO";"1520001";"04.124.003.4303.0001";"40";"SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA";"3";"SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"14";"29/01/2026";"COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM";"16.636.540/0001-04";"19/02/2026";"1";"5.062,00";"35";"19/02/2026";"27/02/2026";"5.062,00";"SIM";"O pagamento foi efetuado no primeiro dia útil anterior ao vencimento, tendo em vista que 01/03/2026 ocorreu em final de semana e o SIAFI não realiza programação de pagamentos sem transmissão bancária."
"2026";"1521";"CONTROLADORIA-GERAL DO ESTADO";"1520001";"04.122.705.2500.0001";"37";"LOCACAO DE MAO-DE-OBRA";"4";"LOCACAO DE SERVICOS DE APOIO ADMINISTRATIVO REALIZADOS PELA MGS";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"2";"29/01/2026";"MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A";"33.224.254/0001-42";"26/02/2026";"2";"63.493,00";"36";"20/02/2026";"27/02/2026";"44.279,00";"NAO";""
"2026";"1521";"CONTROLADORIA-GERAL DO ESTADO";"1520001";"04.126.004.4314.0001";"40";"SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA";"3";"SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"30";"29/01/2026";"COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM";"16.636.540/0001-04";"12/02/2026";"1";"3.397,00";"42";"20/02/2026";"24/02/2026";"3.397,00";"SIM";"O pagamento foi efetuado no primeiro dia útil posterior ao vencimento, tendo em vista que 22/02/2026 ocorreu em final de semana e o SIAFI não realiza programação de pagamentos sem transmissão bancária."
"2026";"1521";"CONTROLADORIA-GERAL DO ESTADO";"1520001";"04.126.004.4314.0001";"40";"SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA";"3";"SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"30";"29/01/2026";"COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM";"16.636.540/0001-04";"12/02/2026";"2";"320,00";"43";"20/02/2026";"24/02/2026";"320,00";"SIM";"O pagamento foi efetuado no primeiro dia útil posterior ao vencimento, tendo em vista que 22/02/2026 ocorreu em final de semana e o SIAFI não realiza programação de pagamentos sem transmissão bancária."
"2026";"1521";"CONTROLADORIA-GERAL DO ESTADO";"1520001";"04.126.004.4314.0001";"40";"SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA";"3";"SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"28";"29/01/2026";"COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM";"16.636.540/0001-04";"12/02/2026";"1";"1.225,00";"44";"20/02/2026";"24/02/2026";"1.225,00";"SIM";"O pagamento foi efetuado no primeiro dia útil posterior ao vencimento, tendo em vista que 22/02/2026 ocorreu em final de semana e o SIAFI não realiza programação de pagamentos sem transmissão bancária."
"2026";"1521";"CONTROLADORIA-GERAL DO ESTADO";"1520001";"04.124.001.4304.0001";"40";"SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA";"2";"SERVICO DE TECNOLOGIA DA INFORMACAO";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"46";"05/02/2026";"SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO)";"33.683.111/0001-07";"09/02/2026";"1";"6.012,00";"45";"23/02/2026";"27/02/2026";"5.724,00";"NAO";""
"2026";"1521";"CONTROLADORIA-GERAL DO ESTADO";"1520001";"04.122.705.2500.0001";"40";"SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA";"3";"SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"4";"29/01/2026";"COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM";"16.636.540/0001-04";"25/02/2026";"1";"416,00";"47";"27/02/2026";"06/03/2026";"416,00";"SIM";"O pagamento foi efetuado no primeiro dia útil anterior ao vencimento, tendo em vista que 07/03/2026 ocorreu em final de semana e o SIAFI não realiza programação de pagamentos sem transmissão bancária."
"2026";"1521";"CONTROLADORIA-GERAL DO ESTADO";"1520001";"04.124.003.4303.0001";"40";"SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA";"3";"SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"5";"29/01/2026";"COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM";"16.636.540/0001-04";"25/02/2026";"1";"956,00";"48";"27/02/2026";"06/03/2026";"956,00";"SIM";"O pagamento foi efetuado no primeiro dia útil anterior ao vencimento, tendo em vista que 07/03/2026 ocorreu em final de semana e o SIAFI não realiza programação de pagamentos sem transmissão bancária."
"2026";"1521";"CONTROLADORIA-GERAL DO ESTADO";"1520001";"04.124.001.4304.0001";"40";"SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA";"3";"SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"9";"29/01/2026";"COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM";"16.636.540/0001-04";"25/02/2026";"1";"776,00";"49";"27/02/2026";"06/03/2026";"776,00";"SIM";"O pagamento foi efetuado no primeiro dia útil anterior ao vencimento, tendo em vista que 07/03/2026 ocorreu em final de semana e o SIAFI não realiza programação de pagamentos sem transmissão bancária."
"2026";"1521";"CONTROLADORIA-GERAL DO ESTADO";"1520001";"04.124.002.4309.0001";"40";"SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA";"3";"SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"10";"29/01/2026";"COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM";"16.636.540/0001-04";"25/02/2026";"1";"5.600,00";"50";"27/02/2026";"09/03/2026";"5.600,00";"SIM";"O pagamento foi efetuado no primeiro dia útil posterior ao vencimento, tendo em vista que 07/03/2026 ocorreu em final de semana e o SIAFI não realiza programação de pagamentos sem transmissão bancária."
"2026";"1521";"CONTROLADORIA-GERAL DO ESTADO";"1520001";"04.124.003.4311.0001";"40";"SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA";"3";"SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"11";"29/01/2026";"COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM";"16.636.540/0001-04";"25/02/2026";"1";"416,00";"51";"27/02/2026";"06/03/2026";"416,00";"SIM";"O pagamento foi efetuado no primeiro dia útil anterior ao vencimento, tendo em vista que 07/03/2026 ocorreu em final de semana e o SIAFI não realiza programação de pagamentos sem transmissão bancária."
"2026";"1521";"CONTROLADORIA-GERAL DO ESTADO";"1520001";"04.124.004.4313.0001";"40";"SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA";"3";"SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"12";"29/01/2026";"COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM";"16.636.540/0001-04";"25/02/2026";"1";"596,00";"52";"27/02/2026";"06/03/2026";"596,00";"SIM";"O pagamento foi efetuado no primeiro dia útil anterior ao vencimento, tendo em vista que 07/03/2026 ocorreu em final de semana e o SIAFI não realiza programação de pagamentos sem transmissão bancária."
"2026";"1521";"CONTROLADORIA-GERAL DO ESTADO";"1520001";"04.124.002.4309.0001";"40";"SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA";"3";"SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE";"95";"RECURSOS RECEBIDOS POR DANOS ADVINDOS DE DESASTRES SOCIOAMBIENTAIS";"50";"24/02/2026";"COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM";"16.636.540/0001-04";"25/02/2026";"1";"2.328,00";"54";"02/03/2026";"09/03/2026";"2.328,00";"SIM";"O pagamento foi efetuado no primeiro dia útil posterior ao vencimento, tendo em vista que 07/03/2026 ocorreu em final de semana e o SIAFI não realiza programação de pagamentos sem transmissão bancária."
