ano;codigo_unidade_orcamentaria;nome_unidade_orcamentaria;codigo_unidade_executora;funcional_programatica;codigo_elemento_despesa;descricao_elemento_despesa;codigo_item_despesa;descricao_item_despesa;codigo_fonte_recurso;descricao_fonte_recurso;numero_empenho;data_empenho;razao_social_credor;cnpj_cpf_credor;data_liquidacao;liquidacao_sequencial;valor_despesa_liquidada;numero_op;data_registro;data_pagamento;valor_pago_financeiro;quebra_sim_nao;justificativa
"2026";"2271";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"2270001";"10.122.705.2500.0001";"37";"LOCACAO DE MAO-DE-OBRA";"3";"LOCACAO DE SERVICOS DE CONSERVACAO E LIMPEZA REALIZADOS PELA MGS";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"1698";"26/05/2026";"MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A";"33.224.254/0001-42";"08/06/2026";"1";"9.661,00";"3370";"15/06/2026";"16/06/2026";"9.661,00";"NAO";""
"2026";"2271";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"2270001";"10.122.705.2500.0001";"37";"LOCACAO DE MAO-DE-OBRA";"3";"LOCACAO DE SERVICOS DE CONSERVACAO E LIMPEZA REALIZADOS PELA MGS";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"1734";"27/05/2026";"MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A";"33.224.254/0001-42";"10/06/2026";"1";"21.020,00";"3608";"23/06/2026";"25/06/2026";"21.020,00";"NAO";""
"2026";"2271";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"2270001";"10.122.705.2500.0001";"37";"LOCACAO DE MAO-DE-OBRA";"3";"LOCACAO DE SERVICOS DE CONSERVACAO E LIMPEZA REALIZADOS PELA MGS";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"1814";"02/06/2026";"MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A";"33.224.254/0001-42";"10/06/2026";"1";"4.016,00";"3606";"23/06/2026";"25/06/2026";"4.016,00";"NAO";""
"2026";"2271";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"2270001";"10.122.705.2500.0001";"37";"LOCACAO DE MAO-DE-OBRA";"3";"LOCACAO DE SERVICOS DE CONSERVACAO E LIMPEZA REALIZADOS PELA MGS";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"39";"02/02/2026";"MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A";"33.224.254/0001-42";"09/02/2026";"1";"26.694,00";"530";"23/02/2026";"26/02/2026";"26.694,00";"NAO";""
"2026";"2271";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"2270001";"10.122.705.2500.0001";"37";"LOCACAO DE MAO-DE-OBRA";"3";"LOCACAO DE SERVICOS DE CONSERVACAO E LIMPEZA REALIZADOS PELA MGS";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"39";"02/02/2026";"MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A";"33.224.254/0001-42";"13/03/2026";"2";"25.972,00";"954";"18/03/2026";"20/03/2026";"25.972,00";"NAO";""
"2026";"2271";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"2270001";"10.122.705.2500.0001";"37";"LOCACAO DE MAO-DE-OBRA";"3";"LOCACAO DE SERVICOS DE CONSERVACAO E LIMPEZA REALIZADOS PELA MGS";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"39";"02/02/2026";"MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A";"33.224.254/0001-42";"14/04/2026";"3";"20.773,00";"1787";"23/04/2026";"27/04/2026";"20.773,00";"NAO";""
"2026";"2271";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"2270001";"10.122.705.2500.0001";"37";"LOCACAO DE MAO-DE-OBRA";"3";"LOCACAO DE SERVICOS DE CONSERVACAO E LIMPEZA REALIZADOS PELA MGS";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"39";"02/02/2026";"MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A";"33.224.254/0001-42";"21/05/2026";"4";"25.106,00";"2952";"29/05/2026";"01/06/2026";"25.106,00";"NAO";""
"2026";"2271";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"2270001";"10.122.705.2500.0001";"37";"LOCACAO DE MAO-DE-OBRA";"3";"LOCACAO DE SERVICOS DE CONSERVACAO E LIMPEZA REALIZADOS PELA MGS";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"40";"02/02/2026";"MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A";"33.224.254/0001-42";"12/02/2026";"1";"12.687,00";"500";"23/02/2026";"25/02/2026";"8.670,00";"NAO";""
"2026";"2271";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"2270001";"10.122.705.2500.0001";"37";"LOCACAO DE MAO-DE-OBRA";"3";"LOCACAO DE SERVICOS DE CONSERVACAO E LIMPEZA REALIZADOS PELA MGS";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"40";"02/02/2026";"MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A";"33.224.254/0001-42";"03/03/2026";"2";"12.687,00";"906";"16/03/2026";"17/03/2026";"8.761,00";"NAO";""
"2026";"2271";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"2270001";"10.122.705.2500.0001";"37";"LOCACAO DE MAO-DE-OBRA";"3";"LOCACAO DE SERVICOS DE CONSERVACAO E LIMPEZA REALIZADOS PELA MGS";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"40";"02/02/2026";"MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A";"33.224.254/0001-42";"07/04/2026";"3";"12.546,00";"1722";"23/04/2026";"24/04/2026";"8.911,00";"NAO";""
"2026";"2271";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"2270001";"10.122.705.2500.0001";"37";"LOCACAO DE MAO-DE-OBRA";"3";"LOCACAO DE SERVICOS DE CONSERVACAO E LIMPEZA REALIZADOS PELA MGS";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"40";"02/02/2026";"MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A";"33.224.254/0001-42";"05/05/2026";"4";"12.264,00";"2517";"14/05/2026";"18/05/2026";"8.181,00";"NAO";""
"2026";"2271";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"2270001";"10.122.705.2500.0001";"37";"LOCACAO DE MAO-DE-OBRA";"3";"LOCACAO DE SERVICOS DE CONSERVACAO E LIMPEZA REALIZADOS PELA MGS";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"51";"04/02/2026";"MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A";"33.224.254/0001-42";"09/02/2026";"1";"8.661,00";"532";"23/02/2026";"25/02/2026";"8.661,00";"NAO";""
"2026";"2271";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"2270001";"10.122.705.2500.0001";"37";"LOCACAO DE MAO-DE-OBRA";"3";"LOCACAO DE SERVICOS DE CONSERVACAO E LIMPEZA REALIZADOS PELA MGS";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"51";"04/02/2026";"MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A";"33.224.254/0001-42";"13/03/2026";"2";"8.661,00";"950";"18/03/2026";"23/03/2026";"8.661,00";"NAO";""
"2026";"2271";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"2270001";"10.122.705.2500.0001";"37";"LOCACAO DE MAO-DE-OBRA";"3";"LOCACAO DE SERVICOS DE CONSERVACAO E LIMPEZA REALIZADOS PELA MGS";"10";"RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS";"51";"04/02/2026";"MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A";"33.224.254/0001-42";"14/04/2026";"3";"8.372,00";"1785";"23/04/2026";"27/04/2026";"8.372,00";"NAO";""
